Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,lat,lon,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,UCSF CAMPUS MBEVSE4,1625 Owens St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768297,-122.39379,2025-12-12,178776,2025-12-12 00:59:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBEVSE2,1625 Owens St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768289,-122.393906,2025-12-12,178777,2025-12-12 00:59:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBEVSE3,1625 Owens St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768295,-122.393845,2025-12-12,178778,2025-12-12 00:59:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,BASEMENT LEVEL 270 STATION 1,270 Brannan St,,San Francisco,CA,94107.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.782725,-122.391201,2025-12-12,178876,2025-12-12 00:57:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 124-125,399 Fremont St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787178,-122.392237,2025-12-12,178877,2025-12-12 00:58:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 122-123,399 Fremont St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787118,-122.392149,2025-12-12,178878,2025-12-12 00:58:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 78-79,399 Fremont St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787207,-122.392387,2025-12-12,178879,2025-12-12 00:58:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 82-83,399 Fremont St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.786974,-122.392186,2025-12-12,178880,2025-12-12 00:58:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"UDR HP, FLOOR 1",399 Fremont St,Handicapped spot,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787258,-122.392307,2025-12-12,178881,2025-12-12 00:57:17 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 120-121,399 Fremont st,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787076,-122.392092,2025-12-12,178882,2025-12-12 00:57:13 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR 80-81,399 Fremont St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.78697,-122.392264,2025-12-12,178883,2025-12-12 00:57:12 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MONOGRAM RES OLUME 1,1401 Mission St,Located on level B1 of the garage. Enter from 10th st.,San Francisco,CA,94103.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.77499,-122.41607,2025-12-12,179118,2025-12-12 00:55:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,PELL 600 HAR 2,600 Harrison St,"The station is available Monday - Friday, 7:00 A.M to 7:00 P.M",San Francisco,CA,94107.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.784126,-122.395826,2025-12-12,179211,2025-12-12 00:55:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ARE-ILLINOIS ST STATION 3,499 Illinois St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.766082,-122.387586,2025-12-12,179242,2025-12-12 00:55:05 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ESSEX MISSION BAY 2,1200 4th Street,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.773038,-122.391581,2025-12-12,179381,2025-12-12 00:53:48 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ESSEX MISSION BAY 1,1200 4th St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.773066,-122.391581,2025-12-12,179382,2025-12-12 00:52:26 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV8,1835 Owens St,"Owens Street UCSF parking garage, second level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.76813,-122.394116,2025-12-12,179410,2025-12-12 00:50:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV7,1835 Owens St,"Owens Street UCSF parking garage, second level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.76813,-122.394148,2025-12-12,179411,2025-12-12 00:50:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV3,1835 Owens St,"Owens Street UCSF parking garage, first level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.76812,-122.394273,2025-12-12,179412,2025-12-12 00:50:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV4,1835 Owens St,"Owens Street UCSF parking garage, first level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768121,-122.394246,2025-12-12,179413,2025-12-12 00:50:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV6,1835 Owens St,"Owens Street UCSF parking garage, second level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768128,-122.394181,2025-12-12,179414,2025-12-12 00:50:08 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV1,1835 Owens St,"Owens Street UCSF parking garage, first level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768114,-122.394341,2025-12-12,179415,2025-12-12 00:49:56 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBHOSPITAL EV2,1835 Owens St,"Owens Street UCSF parking garage, first level",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.765944,-122.391863,2025-12-12,179416,2025-12-12 00:50:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ABM PARKING LOT 2-B,6653 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.773114,-122.38949,2025-12-12,180858,2025-12-12 00:55:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR SHOP 2,355 Berry St,Near garage entrance,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.772625,-122.397165,2025-12-12,180923,2025-12-12 01:27:55 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Mason O' Farrell Garage,325 Mason Street,,San Francisco,CA,94102.0,,888-998-2546,E,,Public,24 hours daily,,,,,,10.0,,,Blink Network,https://blinkcharging.com,GPS,37.786467,-122.409766,2025-12-12,183959,2025-12-12 00:32:51 UTC,,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHASE CENTER BRIDGECLUB 4,1601 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768069,-122.388603,2025-12-12,185453,2025-12-12 01:20:31 UTC,,,,2021-03-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHASE CENTER BRIDGECLUB 2,1601 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768094,-122.388596,2025-12-12,185569,2025-12-12 01:20:31 UTC,,,,2021-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHASE CENTER BRIDGECLUB 5,1601 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768179,-122.388557,2025-12-12,185570,2025-12-12 01:20:31 UTC,,,,2021-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHASE CENTER BRIDGECLUB 3,1601 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768088,-122.388606,2025-12-12,185571,2025-12-12 01:20:31 UTC,,,,2021-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHASE CENTER BRIDGECLUB 1,1601 3rd St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768085,-122.388597,2025-12-12,185572,2025-12-12 01:20:31 UTC,,,,2021-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,431408  Avalon Ocean Avenue,1200 Ocean Avenue,,SF,CA,94112.0,,888-998-2546,E,,Public,24 hours daily,,,,,,7.0,,,Blink Network,https://blinkcharging.com,GPS,37.7239842,-122.4556294,2025-12-12,189100,2025-12-12 00:11:04 UTC,,,,2019-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25/kWh Energy Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,City Center - Tesla Supercharger,2675 Geary Blvd,,San Francisco,CA,94118.0,,877-798-3752,E,,Public,6am-12am daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,34.0,,Tesla,https://www.tesla.com/supercharger,GPS,37.782076,-122.447026,2024-07-01,190475,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,False,
ELEC,"Columbia REIT - 650 California, LLC",650 California Street,,San Francisco,CA,94108.0,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,37.792629,-122.405029,2025-12-12,194305,2025-12-12 00:22:12 UTC,,,,2020-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,531410  475 Brannan Street,475 Brannan Street,,SF,CA,94107.0,,888-998-2546,E,,Public,Mon: 7:00am-4:00pm; Tue: 7:00am-4:00pm; Wed: 7:00am-4:00pm; Thu: 7:00am-4:00pm; Fri: 7:00am-4:00pm; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,,,,,,6.0,,,Blink Network,https://blinkcharging.com,GPS,37.7786204,-122.3951795,2025-12-12,194890,2025-12-12 00:08:23 UTC,,,,2018-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,Three Embarcadero Center,"Three Embarcadero Center, A Level Parking",,San Francisco,CA,94111.0,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,37.7951389,-122.3973611,2025-12-12,195040,2025-12-12 00:17:39 UTC,,,,2012-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,500 Howard ST,500 Howard ST,,San Francisco,CA,94105.0,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,https://blinkcharging.com,GPS,37.7884892,-122.3967349,2025-12-12,195067,2025-12-12 00:23:02 UTC,,,,2016-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,False,,,,,,,,,False,
ELEC,350 BUSH STREET OWNER LLC,350 Bush Street,,SF,CA,94104.0,,888-998-2546,E,,Public,24 hours daily,,,,,,7.0,,,Blink Network,https://blinkcharging.com,GPS,37.7914175,-122.4034082,2025-12-12,195360,2025-12-12 00:37:24 UTC,,,,2017-08-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.25/kWh Energy Fee",,,,,,,,,,False,,,,,,,,,False,
ELEC,Genesis Station,2001 Junipero Serra Boulevard,,Daly City,CA,94014.0,,888-998-2546,E,,Public,24 hours daily,,,,,,15.0,,,Blink Network,https://blinkcharging.com,GPS,37.7011118,-122.469811,2025-12-12,195361,2025-12-12 00:44:01 UTC,,,,2011-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,531405  One Embarcadero Center,Embarcadero Center,,San Francisco,CA,94111.0,,888-998-2546,E,,Public,24 hours daily,,,,,,5.0,,,Blink Network,https://blinkcharging.com,GPS,37.794454,-122.3985089,2025-12-12,195472,2025-12-12 00:05:43 UTC,,,,2018-06-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,One Embaracadero Center,"One Embaracadero Center, A Level Parking",,San Francisco,CA,94111.0,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,https://blinkcharging.com,GPS,37.7944167,-122.3996389,2025-12-12,195473,2025-12-12 00:17:39 UTC,,,,2012-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,531402 - Three Embarcadero Center,Three Embarcadero Center,,San Francisco,CA,94111.0,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,https://blinkcharging.com,GPS,37.7948167,-122.397348,2025-12-12,195520,2025-12-12 00:06:49 UTC,,,,2014-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,False,,,,,,,,,False,
ELEC,HOSPITAL SMMC SF EV 03,450 Stanyan St,Located on level 3 of the parking garage,San Francisco,CA,94117.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.774158,-122.453587,2025-12-12,199299,2025-12-12 00:57:22 UTC,,,,2021-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HOSPITAL SMMC SF EV 02,450 Stanyan St,Located on level 2 of the parking garage,San Francisco,CA,94117.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.774391,-122.45289,2025-12-12,199307,2025-12-12 00:57:23 UTC,,,,2021-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UCSF CAMPUS MBEVSE5,1625 Owens St,,San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.768303,-122.393709,2025-12-12,199378,2025-12-12 01:44:04 UTC,,,,2021-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HUDSON875 GW 1,875 Howard St,,San Francisco,CA,94103.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.781943,-122.403957,2025-12-12,202947,2025-12-12 01:29:11 UTC,,,,2021-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Stonestown Galleria Peets,3251 20Th Ave,,San Francisco,CA,94132.0,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,37.727838,-122.476348,2025-12-12,205155,2025-12-12 03:11:46 UTC,,,,2022-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Stonestown Galleria City Sports Club,3251 20Th Ave,,San Francisco,CA,94132.0,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,37.729744,-122.477468,2025-12-12,205815,2025-12-12 03:11:45 UTC,,,,2022-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Stonestown Galleria,3251 20Th Ave,,San Francisco,CA,94132.0,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,4.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,37.728165,-122.477445,2025-12-12,205816,2025-12-12 03:11:45 UTC,,,,2022-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,UDR 388 BEALE,388 Beale St,Inside parking garage,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787613,-122.391629,2025-12-12,206021,2025-12-12 01:47:17 UTC,,,,2022-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR UDR STAION 9,388 Beale St,Inside parking garage,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787701,-122.391763,2025-12-12,206022,2025-12-12 01:47:17 UTC,,,,2022-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,UDR UDR 388 BEALE,388 Beale St,,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.787703,-122.391971,2025-12-12,206150,2025-12-12 01:47:17 UTC,,,,2022-02-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,425 MARKET ST. STATION 1,425 Market St,Near Valet,San Francisco,CA,94105.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.791332,-122.398215,2025-12-12,206389,2025-12-12 01:49:12 UTC,,,,2022-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"LONGFELLOW 1800 10 (95,96)",1800 Owens St,"P2-P3 95,96",San Francisco,CA,94158.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.765767,-122.392553,2025-12-12,213178,2025-12-12 01:07:09 UTC,,,,2022-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 01,1600 Holloway Ave.,"Stations are in Lot 20, Floor 3.",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.72424,-122.481349,2025-12-12,217254,2025-12-12 01:46:06 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 03,1600 Holloway Ave.,"Statons are in Lot 20, Floor 3.",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724287,-122.481444,2025-12-12,217255,2025-12-12 01:46:06 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 04,1600 Holloway Ave.,"Stations are in Lot 20, Floor 3.",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724313,-122.481488,2025-12-12,217256,2025-12-12 01:46:06 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 05,1600 Holloway Ave.,"Stations are in Lot 20, Gate is 05",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724337,-122.481533,2025-12-12,217257,2025-12-12 01:46:06 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 06,1600 Holloway Ave.,"Stations are in Lot 20, Floor 3.",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724362,-122.481579,2025-12-12,217258,2025-12-12 01:46:07 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 02,1600 Holloway Ave.,"Stations are in Lot 20, Floor 3.",San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724264,-122.481395,2025-12-12,217259,2025-12-12 01:46:07 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SFSTATE LOT 20 07,1600 Holloway Ave,Stations are in Lot 20. Floor 3.,San Francisco,CA,94132.0,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.724487,-122.481476,2025-12-12,217260,2025-12-12 01:46:07 UTC,,,,2022-05-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
